UDI,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,H,L,M,rotational_speed_normalised
3311,L,301.3,310.4,1346,46.7,90.0,0,0,0,0,0,0,0,1,0,0.31576223014121674
3398,L,301.4,310.6,1648,30.7,90.0,0,0,0,0,0,0,0,1,0,0.3157622301595713
2361,H,300.1,310.0115802171291,1388,53.2,59.0,0,0,0,0,0,0,1,0,0,0.31576223014481203
9366,M,298.0,308.6,1254,55.8,65.0,0,0,0,0,0,0,0,0,1,0.31576223013147287
4643,L,303.2,311.4,1238,54.6,226.0,1,0,1,0,1,0,0,1,0,0.31576223012945964
6768,L,301.3,310.9,1509,41.7,16.0,0,0,0,0,0,0,0,1,0,0.3157622301529947
6395,M,300.1,309.7,1408,44.0,144.0,0,0,0,0,0,0,0,0,1,0.31576223014637045
1524,L,298.3,309.0,1519,36.9,41.0,0,0,0,0,0,0,0,1,0,0.31576223015355376
9594,L,299.1,310.0115802171291,1352,52.8,41.0,0,0,0,0,0,0,0,1,0,0.315762230141759
9357,L,298.3,308.9,1270,52.7,44.0,0,0,0,0,0,0,0,1,0,0.31576223013338195
122,L,298.9,308.7,1558,41.2,110.0,0,0,0,0,0,0,0,1,0,0.315762230155594
9285,L,298.2,310.0115802171291,1683,31.7,74.0,0,0,0,0,0,0,0,1,0,0.31576223016088695
8506,L,298.4,309.7,1530,38.6,161.0,0,0,0,0,0,0,0,1,0,0.3157622301541512
4479,L,302.5,310.2,1477,41.6,108.0,0,0,0,0,0,0,0,1,0,0.315762230151098
5343,M,303.5,312.8,1375,45.7,89.0,0,0,0,0,0,0,0,0,1,0.3157622301437479
3493,H,301.9,310.0115802171291,1336,63.6,111.0,0,0,0,0,0,0,1,0,0,0.3157622301402902
5893,L,301.4,311.1,1472,44.5,159.0,0,0,0,0,0,0,0,1,0,0.31576223015078597
9352,L,298.3,308.8,1645,30.4,33.0,0,0,0,0,0,0,0,1,0,0.315762230159453
1903,L,298.0,307.6,1694,29.1,169.0,0,0,0,0,0,0,0,1,0,0.3157622301612774
9547,M,299.7,311.2,1560,43.9,126.0,0,0,0,0,0,0,0,0,1,0.315762230155693
4901,L,303.6,312.4,1388,41.9,221.0,0,0,0,0,0,0,0,1,0,0.31576223014481203
4400,L,302.3,310.1,1653,29.7,34.0,0,0,0,0,0,0,0,1,0,0.31576223015976634
294,H,298.1,308.5,1392,44.8,108.0,0,0,0,0,0,0,1,0,0,0.3157622301451312
9587,L,299.4,310.6,1348,54.5,22.0,0,0,0,0,0,0,0,1,0,0.31576223014139865
3942,L,302.2,311.4,1987,19.9,200.0,0,0,0,0,0,0,0,1,0,0.3157622301687073
4719,L,303.3,311.6,1337,56.8,187.0,1,0,1,0,0,0,0,1,0,0.3157622301403841
4333,M,301.7,309.9,1452,41.5,86.0,0,0,0,0,0,0,0,0,1,0.3157622301494926
9529,M,299.1,310.3,1233,59.0,81.0,0,0,0,0,0,0,0,0,1,0.31576223012880805
3934,L,302.6,311.6,1576,34.7,182.0,0,0,0,0,0,0,0,1,0,0.31576223015646604
4034,L,302.1,310.8,1772,27.1,108.0,0,0,0,0,0,0,0,1,0,0.31576223016376603
8569,L,300.1,308.6,1691,29.6,116.0,0,0,0,0,0,0,0,1,0,0.315762230161172
6715,L,301.3,310.6,1440,53.8,90.0,0,0,0,0,0,0,0,1,0,0.3157622301486803
6900,L,300.9,311.6,1671,33.5,148.0,0,0,0,0,0,0,0,1,0,0.31576223016044874
158,H,298.4,308.2,1478,43.5,206.0,0,0,0,0,0,0,1,0,0,0.3157622301511599
2947,M,300.7,309.5,1622,30.5,14.0,0,0,0,0,0,0,0,0,1,0.3157622301585158
6910,L,300.8,311.2,1376,48.1,172.0,0,0,0,0,0,0,0,1,0,0.3157622301438312
5599,L,302.8,312.1,1441,52.1,79.0,0,0,0,0,0,0,0,1,0,0.3157622301487491
2301,L,299.3,310.0115802171291,1371,50.5,136.0,0,0,0,0,0,0,0,1,0,0.3157622301434119
700,H,297.5,308.7,1416,39.2,74.0,0,0,0,0,0,0,1,0,0,0.31576223014696836
6566,L,301.4,310.6,1550,36.8,159.0,0,0,0,0,0,0,0,1,0,0.31576223015519284
2355,L,299.3,308.6,1433,37.7,42.0,0,0,0,0,0,0,0,1,0,0.3157622301481933
1164,L,296.9,307.9,1367,47.1,204.0,0,0,0,0,0,0,0,1,0,0.31576223014307186
1331,L,298.9,310.0115802171291,1696,30.2,214.0,0,0,0,0,0,0,0,1,0,0.31576223016134725
303,H,297.8,308.4,1512,35.1,138.0,0,0,0,0,0,0,1,0,0,0.31576223015316407
8374,M,298.7,309.7,1362,50.5,34.0,0,0,0,0,0,0,0,0,1,0.315762230142641
8051,L,300.7,312.0,1401,51.1,50.0,0,0,0,0,0,0,0,1,0,0.31576223014583554
4546,L,300.1,310.5,1463,43.0,189.0,0,0,0,0,0,0,0,1,0,0.3157622301502131
9040,M,297.3,308.3,1341,51.9,51.0,0,0,0,0,0,0,0,0,1,0.3157622301407571
1220,M,300.1,308.1,1357,41.8,127.0,0,0,0,0,0,0,0,0,1,0.3157622301422034
4533,H,302.5,310.0115802171291,1422,41.9,156.0,0,0,0,0,0,0,1,0,0,0.3157622301474077
7081,L,300.7,310.4,1543,47.3,203.0,0,0,0,0,0,0,0,1,0,0.3157622301548347
4204,M,302.3,310.9,1558,31.9,207.0,0,0,0,0,0,0,0,0,1,0.315762230155594
6340,L,300.1,310.0,1451,48.6,208.0,0,0,0,0,0,0,0,1,0,0.315762230149426
7305,L,300.1,310.5,1394,44.3,121.0,0,0,0,0,0,0,0,1,0,0.31576223014528937
6519,H,301.0,310.0115802171291,1212,67.9,30.0,0,0,0,0,0,0,1,0,0,0.31576223012594734
4044,M,302.0,310.8,1445,46.3,17.0,0,0,0,0,0,0,0,0,1,0.31576223014902216
8839,L,300.1,309.0,1320,54.7,179.0,0,0,0,0,0,0,0,1,0,0.3157622301387462
1423,L,298.7,309.8,1530,35.5,0.0,0,0,0,0,0,0,0,1,0,0.3157622301541512
8385,L,298.8,309.7,1450,43.1,63.0,0,0,0,0,0,0,0,1,0,0.31576223014935917
3828,M,302.4,310.9,1469,41.6,124.0,0,0,0,0,0,0,0,0,1,0.3157622301505966
7692,M,300.5,311.5,1370,56.1,7.0,0,0,0,0,0,0,0,0,1,0.31576223014332727
6326,L,300.7,310.1,1721,32.3,170.0,0,0,0,0,0,0,0,1,0,0.31576223016219224
1145,L,297.0,307.9,1296,69.1,153.0,1,0,0,1,0,0,0,1,0,0.31576223013627885
9969,L,298.4,308.0,1605,32.4,154.0,0,0,0,0,0,0,0,1,0,0.3157622301577867
7663,M,300.5,311.6,1658,30.4,170.0,0,0,0,0,0,0,0,0,1,0.315762230159959
7621,L,300.5,311.5,1651,36.9,65.0,0,0,0,0,0,0,0,1,0,0.3157622301596886
8577,L,297.6,308.3,1523,39.5,137.0,0,0,0,0,0,0,0,1,0,0.3157622301537731
1016,L,296.2,307.2,1356,43.6,22.0,0,0,0,0,0,0,0,1,0,0.3157622301421151
1429,L,298.8,309.9,1568,33.7,13.0,0,0,0,0,0,0,0,1,0,0.3157622301560836
6502,M,300.9,310.0,1600,36.0,204.0,0,0,0,0,0,0,0,0,1,0.3157622301575661
4340,L,301.7,309.9,1524,46.6,104.0,0,0,0,0,0,0,0,1,0,0.3157622301538276
9253,M,298.1,309.0,1533,36.1,189.0,0,0,0,0,0,0,0,0,1,0.3157622301543111
6232,M,301.3,311.0,1495,40.8,148.0,0,0,0,0,0,0,0,0,1,0.3157622301521857
3629,L,302.2,311.4,1609,32.1,41.0,0,0,0,0,0,0,0,1,0,0.3157622301579611
717,H,297.4,308.6,1420,45.8,120.0,0,0,0,0,0,0,1,0,0,0.31576223014726207
3484,H,301.9,310.8,1455,42.7,85.0,0,0,0,0,0,0,1,0,0,0.3157622301496914
6261,L,301.1,310.7,1436,45.3,8.0,0,0,0,0,0,0,0,1,0,0.3157622301484032
3526,L,301.8,310.9,1609,31.7,202.0,0,0,0,0,0,0,0,1,0,0.3157622301579611
9625,H,299.0,310.1,1555,38.6,118.0,0,0,0,0,0,0,1,0,0,0.31576223015544463
4706,L,303.6,311.8,1614,33.2,155.0,0,0,0,0,0,0,0,1,0,0.31576223015817667
108,M,298.8,308.8,1497,46.8,72.0,0,0,0,0,0,0,0,0,1,0.3157622301523032
3324,L,301.5,310.5,1589,36.7,118.0,0,0,0,0,0,0,0,1,0,0.3157622301570705
3618,L,301.8,311.0,1529,41.6,12.0,0,0,0,0,0,0,0,1,0,0.31576223015409766
7700,M,300.7,311.5,1441,40.6,33.0,0,0,0,0,0,0,0,0,1,0.3157622301487491
9996,M,300.1,308.4,1604,29.5,108.0,0,0,0,0,0,0,0,0,1,0.3157622301577428
5506,L,302.8,312.2,1746,27.4,44.0,0,0,0,0,0,0,0,1,0,0.31576223016298766
1190,M,297.2,308.3,1794,27.5,38.0,0,0,0,0,0,0,0,0,1,0.3157622301643885
3977,H,302.3,311.4,1372,46.0,86.0,0,0,0,0,0,0,1,0,0,0.31576223014349625
9033,L,297.4,308.3,1723,28.8,33.0,0,0,0,0,0,0,0,1,0,0.31576223016225763
240,L,300.1,308.2,1611,30.6,195.0,0,0,0,0,0,0,0,1,0,0.3157622301580477
6623,L,301.7,310.7,1493,51.1,87.0,0,0,0,0,0,0,0,1,0,0.3157622301520675
9115,L,297.6,308.7,1476,39.0,108.0,0,0,0,0,0,0,0,1,0,0.315762230151036
6421,L,300.3,309.9,1518,36.4,0.0,0,0,0,0,0,0,0,1,0,0.3157622301534985
6371,L,300.1,309.6,1321,46.9,75.0,0,0,0,0,0,0,0,1,0,0.315762230138845
6089,L,300.9,310.8,1476,39.0,10.0,0,0,0,0,0,0,0,1,0,0.315762230151036
1222,M,300.1,308.3,1399,46.4,132.0,0,0,0,0,0,1,0,0,1,0.3157622301456806
2074,L,299.6,309.4,1677,31.1,191.0,0,0,0,0,0,0,0,1,0,0.3157622301606695
6454,L,300.1,310.2,1807,24.2,108.0,0,0,0,0,0,0,0,1,0,0.31576223016474164
2272,L,299.2,308.5,1821,26.1,69.0,0,0,0,0,0,0,0,1,0,0.3157622301651103
7397,L,299.7,310.0115802171291,1616,35.1,142.0,0,0,0,0,0,0,0,1,0,0.31576223015826216
7653,L,300.3,311.4,1346,51.1,147.0,0,0,0,0,0,0,0,1,0,0.31576223014121674
8560,L,298.3,310.0115802171291,1519,40.0,96.0,0,0,0,0,0,0,0,1,0,0.31576223015355376
5668,L,302.2,311.4,2080,19.2,31.0,0,0,0,0,0,0,0,1,0,0.31576223017023186
6196,L,300.9,310.8,1729,30.2,53.0,0,0,0,0,0,0,0,1,0,0.315762230162452
1685,L,297.8,310.0115802171291,1438,44.5,3.0,0,0,0,0,0,0,0,1,0,0.3157622301485422
2002,L,300.1,308.2,1604,34.9,11.0,0,0,0,0,0,0,0,1,0,0.3157622301577428
2153,M,299.3,308.8,1648,28.4,188.0,0,0,0,0,0,0,0,0,1,0.3157622301595713
9292,L,298.2,309.0,1353,57.8,89.0,0,0,0,0,0,0,0,1,0,0.31576223014184845
779,L,296.7,308.0,1580,32.2,108.0,0,0,0,0,0,0,0,1,0,0.3157622301566542
8452,L,298.5,310.0,1435,42.5,25.0,0,0,0,0,0,0,0,1,0,0.31576223014833343
4849,H,303.5,310.0115802171291,1397,52.9,80.0,0,0,0,0,0,0,1,0,0,0.31576223014552485
5585,L,302.4,311.9,1578,29.9,44.0,0,0,0,0,0,0,0,1,0,0.31576223015656035
8002,L,300.8,312.0,1374,50.2,154.0,0,0,0,0,0,0,0,1,0,0.3157622301436643
7381,L,299.6,310.2,1743,24.8,108.0,0,0,0,0,0,0,0,1,0,0.3157622301628947
5125,M,304.2,310.0115802171291,1557,37.3,164.0,0,0,0,0,0,0,0,0,1,0.3157622301555444
1913,M,298.0,307.7,1621,34.9,194.0,0,0,0,0,0,0,0,0,1,0.3157622301584738
1153,L,297.1,307.9,1507,38.3,170.0,0,0,0,0,0,0,0,1,0,0.3157622301528811
5307,H,304.0,313.2,1612,31.7,206.0,0,0,0,0,0,0,1,0,0,0.3157622301580908
799,M,296.9,307.8,1828,24.6,91.0,0,0,0,0,0,0,0,0,1,0.3157622301652902
979,M,296.2,306.8,1526,42.3,129.0,0,0,0,0,0,0,0,0,1,0.31576223015393606
7701,M,300.7,311.6,1348,62.5,36.0,0,0,0,0,0,0,0,0,1,0.31576223014139865
5463,L,302.9,312.3,1889,22.8,148.0,0,0,0,0,0,0,0,1,0,0.31576223016674354
1180,L,297.3,308.4,1441,43.4,14.0,0,0,0,0,0,0,0,1,0,0.3157622301487491
5842,M,301.3,311.1,1678,30.7,34.0,0,0,0,0,0,0,0,0,1,0.315762230160706
8202,M,299.3,310.0115802171291,1826,25.1,2.0,0,0,0,0,0,0,0,0,1,0.31576223016523913
5830,M,301.2,310.0115802171291,1574,34.3,4.0,0,0,0,0,0,0,0,0,1,0.3157622301563712
3329,L,301.6,310.6,1418,43.9,129.0,0,0,0,0,0,0,0,1,0,0.3157622301471157
8161,M,299.7,311.1,1618,30.3,125.0,0,0,0,0,0,0,0,0,1,0.3157622301583471
4261,H,302.7,311.1,1418,43.4,130.0,0,0,0,0,0,0,1,0,0,0.3157622301471157
7916,H,300.8,312.1,1527,35.1,164.0,0,0,0,0,0,0,1,0,0,0.3157622301539901
217,L,298.3,308.6,1499,38.3,142.0,0,0,0,0,0,0,0,1,0,0.3157622301524201
7757,L,300.5,311.8,1368,57.9,191.0,1,0,0,0,1,0,0,1,0,0.3157622301431573
6728,L,301.5,310.8,1785,25.5,120.0,0,0,0,0,0,0,0,1,0,0.3157622301641377
7459,M,300.1,311.6,1433,51.4,76.0,0,0,0,0,0,0,0,0,1,0.3157622301481933
6949,L,300.7,311.2,1457,51.4,61.0,0,0,0,0,0,0,0,1,0,0.3157622301498229
5773,L,301.6,311.3,1706,29.9,93.0,0,0,0,0,0,0,0,1,0,0.31576223016169147
3555,L,301.9,310.8,1525,43.2,62.0,0,0,0,0,0,0,0,1,0,0.3157622301538819
3234,H,300.8,309.4,1474,40.7,104.0,0,0,0,0,0,0,1,0,0,0.31576223015091137
1332,H,298.9,310.2,1771,26.8,216.0,0,0,0,0,0,0,1,0,0,0.31576223016373695
4183,L,302.4,310.7,1362,54.8,155.0,1,0,1,0,0,0,0,1,0,0.315762230142641
5851,L,301.3,311.1,1560,35.3,55.0,0,0,0,0,0,0,0,1,0,0.315762230155693
2211,L,299.7,309.2,1401,54.1,118.0,0,0,0,0,0,0,0,1,0,0.31576223014583554
5195,M,303.9,313.1,1668,34.4,137.0,0,0,0,0,0,0,0,0,1,0.31576223016033717
2364,L,299.3,310.0115802171291,1510,45.4,72.0,0,0,0,0,0,0,0,1,0,0.3157622301530513
868,H,295.9,306.5,1594,33.2,55.0,0,0,0,0,0,0,1,0,0,0.31576223015729754
2950,M,300.1,309.5,1470,48.7,21.0,0,0,0,0,0,0,0,0,1,0.3157622301506599
2222,L,300.1,309.0,1372,60.4,149.0,0,0,0,0,0,0,0,1,0,0.31576223014349625
7734,L,300.6,312.0,1481,40.9,132.0,0,0,0,0,0,0,0,1,0,0.3157622301513445
93,M,298.9,308.9,1727,27.1,37.0,0,0,0,0,0,0,0,0,1,0.3157622301623875
2138,L,300.1,308.9,1623,31.1,152.0,0,0,0,0,0,0,0,1,0,0.3157622301585577
8580,M,300.1,308.1,1620,31.2,143.0,0,0,0,0,0,0,0,0,1,0.3157622301584317
8855,M,297.7,309.0,1433,41.8,16.0,0,0,0,0,0,0,0,0,1,0.3157622301481933
497,M,297.5,309.2,1530,40.0,206.0,0,0,0,0,0,0,0,0,1,0.3157622301541512
356,L,297.6,308.3,1623,36.9,61.0,0,0,0,0,0,0,0,1,0,0.3157622301585577
6118,L,300.1,311.0,1578,44.4,86.0,0,0,0,0,0,0,0,1,0,0.31576223015656035
2275,L,299.3,310.0115802171291,1520,33.7,76.0,0,0,0,0,0,0,0,1,0,0.3157622301536088
4977,L,303.7,310.0115802171291,1359,56.8,194.0,1,0,0,0,1,0,0,1,0,0.31576223014237925
8772,L,297.5,308.6,1536,39.0,202.0,0,0,0,0,0,0,0,1,0,0.3157622301544697
9024,L,297.4,308.3,1706,30.9,9.0,0,0,0,0,0,0,0,1,0,0.31576223016169147
7282,L,300.0,310.2,1675,29.7,64.0,0,0,0,0,0,0,0,1,0,0.3157622301605963
6080,M,300.8,310.7,1371,44.7,205.0,0,0,0,0,0,0,0,0,1,0.3157622301434119
8997,L,300.1,307.9,1540,37.1,164.0,0,0,0,0,0,0,0,1,0,0.3157622301546791
5432,L,302.8,312.5,1462,43.4,68.0,0,0,0,0,0,0,0,1,0,0.31576223015014854
8958,L,297.4,308.1,1348,53.7,68.0,0,0,0,0,0,0,0,1,0,0.31576223014139865
9017,L,297.3,308.2,1396,52.7,212.0,1,0,0,0,1,0,0,1,0,0.3157622301454466
1918,M,298.1,307.9,1463,47.3,206.0,0,0,0,0,0,0,0,0,1,0.3157622301502131
3913,L,302.4,311.4,1475,40.4,126.0,0,0,0,0,0,0,0,1,0,0.31576223015097377
8518,M,298.3,309.6,1469,54.8,108.0,0,0,0,0,0,0,0,0,1,0.3157622301505966
7170,L,300.3,310.2,1492,52.3,2.0,0,0,0,0,0,0,0,1,0,0.3157622301520082
6378,L,300.1,309.6,1541,37.0,96.0,0,0,0,0,0,0,0,1,0,0.3157622301547311
3806,M,302.4,311.0,1580,36.5,64.0,0,0,0,0,0,0,0,0,1,0.3157622301566542
8264,H,299.2,310.6,1704,30.6,108.0,0,0,0,0,0,0,1,0,0,0.3157622301616233
7632,L,300.5,311.6,1444,49.3,92.0,0,0,0,0,0,0,0,1,0,0.3157622301489542
8521,M,298.3,309.5,1543,49.9,199.0,0,0,0,0,0,0,0,0,1,0.3157622301548347
7960,L,301.0,312.1,1585,32.3,50.0,0,0,0,0,0,0,0,1,0,0.3157622301568867
990,M,296.2,307.0,2119,18.3,159.0,0,0,0,0,0,0,0,0,1,0.3157622301707907
9308,L,300.1,309.1,1395,49.8,133.0,0,0,0,0,0,0,0,1,0,0.3157622301453681
8079,L,300.3,311.7,1571,31.2,123.0,0,0,0,0,0,0,0,1,0,0.315762230156228
8021,H,300.9,312.0,1720,27.9,202.0,0,0,0,0,0,0,1,0,0,0.31576223016215943
4453,M,302.5,310.3,1447,39.2,172.0,0,0,0,0,0,0,0,0,1,0.31576223014915755
993,L,296.1,307.1,1651,35.7,167.0,0,0,0,0,0,0,0,1,0,0.3157622301596886
2228,L,299.5,308.8,1965,20.4,164.0,0,0,0,0,0,0,0,1,0,0.31576223016830157
5926,M,300.2,310.1,1619,31.3,38.0,0,0,0,0,0,0,0,0,1,0.31576223015838945
827,L,300.1,307.2,1481,38.2,108.0,0,0,0,0,0,0,0,1,0,0.3157622301513445
8421,L,298.9,310.4,1546,37.7,159.0,0,0,0,0,0,0,0,1,0,0.315762230154989
7364,L,299.5,310.0,1412,48.9,56.0,0,0,0,0,0,0,0,1,0,0.31576223014667115
5552,H,302.4,311.9,1366,47.3,162.0,0,0,0,0,0,0,1,0,0,0.3157622301429862
7686,L,300.8,311.7,1397,43.5,227.0,0,0,0,0,0,0,0,1,0,0.31576223014552485
1844,L,297.6,307.1,1496,39.2,12.0,0,0,0,0,0,0,0,1,0,0.3157622301522445
4829,L,303.5,311.9,1515,39.2,24.0,0,0,0,0,0,0,0,1,0,0.315762230153332
6303,L,301.2,310.6,1437,51.2,112.0,0,0,0,0,0,0,0,1,0,0.3157622301484728
9924,M,298.5,308.7,1615,33.3,41.0,0,0,0,0,0,0,0,0,1,0.31576223015821947
3857,M,302.4,311.2,1330,58.6,201.0,0,0,0,0,0,0,0,0,1,0.31576223013972027
9365,L,297.9,308.5,1683,28.5,63.0,0,0,0,0,0,0,0,1,0,0.31576223016088695
704,H,297.7,308.9,1479,40.9,108.0,0,0,0,0,0,0,1,0,0,0.3157622301512216
224,L,298.4,308.6,1569,34.4,160.0,0,0,0,0,0,0,0,1,0,0.31576223015613186
3610,M,301.7,310.9,1644,32.5,201.0,0,0,0,0,0,0,0,0,1,0.31576223015941335
9942,L,298.4,308.1,1395,44.0,92.0,0,0,0,0,0,0,0,1,0,0.3157622301453681
725,L,297.5,308.9,1390,44.6,140.0,0,0,0,0,0,0,0,1,0,0.31576223014497207
6162,L,301.0,310.9,1479,44.3,194.0,0,0,0,0,0,0,0,1,0,0.3157622301512216
1942,L,298.1,307.9,1425,58.2,57.0,0,0,0,0,0,0,0,1,0,0.31576223014762445
5554,L,302.5,311.9,1306,59.7,172.0,0,0,0,0,0,1,0,1,0,0.3157622301373299
2797,L,300.2,309.5,1539,35.3,80.0,0,0,0,0,0,0,0,1,0,0.31576223015462695
391,L,300.1,308.7,1460,46.7,150.0,0,0,0,0,0,0,0,1,0,0.31576223015001886
5775,L,301.5,311.1,1602,34.3,100.0,0,0,0,0,0,0,0,1,0,0.31576223015765464
4625,M,303.0,311.1,1428,39.8,181.0,0,0,0,0,0,0,0,0,1,0.3157622301478393
5762,L,301.9,311.2,1369,49.8,66.0,0,0,0,0,0,0,0,1,0,0.31576223014324245
9708,L,299.0,310.1,1699,32.9,87.0,0,0,0,0,0,0,0,1,0,0.3157622301614514
5878,L,301.5,311.1,1458,41.4,123.0,0,0,0,0,0,0,0,1,0,0.3157622301498884
4822,L,303.5,311.9,1405,45.6,10.0,0,0,0,0,0,0,0,1,0,0.3157622301461425
7542,M,300.3,311.5,1528,40.9,76.0,0,0,0,0,0,0,0,0,1,0.3157622301540439
2432,M,298.9,310.0115802171291,1411,51.3,43.0,0,0,0,0,0,0,0,0,1,0.3157622301465963
6621,M,301.6,310.7,1791,23.8,81.0,0,0,0,0,0,0,0,0,1,0.3157622301643055
2396,M,299.2,308.5,1742,28.9,150.0,0,0,0,0,0,0,0,0,1,0.3157622301628636
32,L,299.0,309.4,1798,25.5,89.0,0,0,0,0,0,0,0,1,0,0.3157622301644983
1925,L,297.9,307.7,1353,50.7,13.0,0,0,0,0,0,0,0,1,0,0.31576223014184845
1341,L,298.6,310.2,1569,36.3,10.0,0,0,0,0,0,0,0,1,0,0.31576223015613186
8282,H,298.9,310.6,1519,38.8,213.0,0,0,0,0,0,0,1,0,0,0.31576223015355376
6822,M,300.8,310.6,1545,37.5,155.0,0,0,0,0,0,0,0,0,1,0.3157622301549377
626,L,300.1,310.1,1545,36.3,90.0,0,0,0,0,0,0,0,1,0,0.3157622301549377
3415,L,301.3,310.3,1555,41.2,131.0,0,0,0,0,0,0,0,1,0,0.31576223015544463
9142,L,300.1,308.5,1597,36.4,112.0,0,0,0,0,0,0,0,1,0,0.3157622301574323
1650,H,298.0,310.0115802171291,1482,37.8,132.0,0,0,0,0,0,0,1,0,0,0.3157622301514057
4378,M,301.8,309.6,1436,49.0,214.0,0,0,0,0,0,0,0,0,1,0.3157622301484032
408,M,297.4,308.5,1600,42.1,190.0,0,0,0,0,0,0,0,0,1,0.3157622301575661
3340,L,301.6,310.9,1492,45.2,155.0,0,0,0,0,0,0,0,1,0,0.3157622301520082
1259,L,297.5,308.9,1427,50.4,17.0,0,0,0,0,0,0,0,1,0,0.3157622301477679
2289,M,299.4,308.6,1541,39.1,109.0,0,0,0,0,0,0,0,0,1,0.3157622301547311
4844,L,303.3,311.8,1842,24.5,67.0,0,0,0,0,0,0,0,1,0,0.3157622301656416
6139,M,300.8,310.0115802171291,1452,43.0,139.0,0,0,0,0,0,0,0,0,1,0.3157622301494926
7853,L,300.3,311.7,1515,37.5,108.0,0,0,0,0,0,0,0,1,0,0.315762230153332
313,L,297.9,308.6,1468,36.0,168.0,0,0,0,0,0,0,0,1,0,0.3157622301505332
6172,L,300.8,310.6,1416,42.2,225.0,0,0,0,0,0,0,0,1,0,0.31576223014696836
575,M,297.9,310.0,1439,41.7,185.0,0,0,0,0,0,0,0,0,1,0.3157622301486114
9094,M,297.3,308.1,1709,30.6,196.0,0,0,0,0,0,0,0,0,1,0.31576223016179306
2468,M,298.9,308.6,1574,33.5,128.0,0,0,0,0,0,0,0,0,1,0.3157622301563712
9879,L,298.7,309.7,1293,59.1,125.0,0,0,0,0,0,0,0,1,0,0.3157622301359569
986,L,300.1,307.2,1748,25.3,144.0,0,0,0,0,0,0,0,1,0,0.3157622301630492
5951,L,300.7,310.8,1689,28.9,100.0,0,0,0,0,0,0,0,1,0,0.3157622301611013
6906,M,301.0,311.5,1550,34.9,162.0,0,0,0,0,0,0,0,0,1,0.31576223015519284
3710,L,302.2,311.4,1754,26.9,33.0,0,0,0,0,0,0,0,1,0,0.31576223016323224
1784,H,298.3,308.0,1553,41.0,52.0,0,0,0,0,0,0,1,0,0,0.3157622301553443
3146,M,300.5,310.0,1415,43.5,98.0,0,0,0,0,0,0,0,0,1,0.31576223014689436
3659,M,302.2,310.0115802171291,1449,44.5,113.0,0,0,0,0,0,0,0,0,1,0.31576223014929217
4415,L,302.7,310.5,1520,39.3,73.0,0,0,0,0,0,0,0,1,0,0.3157622301536088
2566,L,299.4,309.1,1304,50.5,153.0,0,0,0,0,0,0,0,1,0,0.31576223013712235
818,L,296.8,307.6,1368,52.0,140.0,0,0,0,0,0,0,0,1,0,0.3157622301431573
4100,L,302.0,310.4,1464,47.2,159.0,0,0,0,0,0,0,0,1,0,0.31576223015027743
1547,L,298.4,308.9,1391,48.4,100.0,0,0,0,0,0,0,0,1,0,0.3157622301450518
3089,M,300.0,309.1,1624,30.8,155.0,0,0,0,0,0,0,0,0,1,0.3157622301585995
9602,L,298.9,310.1,2109,18.0,61.0,0,0,0,0,0,0,0,1,0,0.3157622301706515
2389,M,299.2,308.5,1526,37.3,135.0,0,0,0,0,0,0,0,0,1,0.31576223015393606
2525,M,298.8,310.0115802171291,1446,45.5,108.0,0,0,0,0,0,0,0,0,1,0.31576223014909
5140,M,304.4,310.0115802171291,1510,38.9,199.0,0,0,0,0,0,0,0,0,1,0.3157622301530513
1659,H,298.1,308.0,1570,35.3,159.0,0,0,0,0,0,0,1,0,0,0.31576223015618
9564,M,299.8,311.1,1763,25.5,108.0,0,0,0,0,0,0,0,0,1,0.31576223016350197
8820,H,297.4,308.7,1349,48.9,120.0,0,0,0,0,0,0,1,0,0,0.3157622301414892
6220,H,301.1,310.6,1407,43.9,108.0,0,0,0,0,0,0,1,0,0,0.31576223014629473
228,L,298.3,308.5,1539,36.1,168.0,0,0,0,0,0,0,0,1,0,0.31576223015462695
9681,L,299.1,310.1,1894,24.2,22.0,0,0,0,0,0,0,0,1,0,0.3157622301668542
2107,L,299.4,309.1,1645,28.6,57.0,0,0,0,0,0,0,0,1,0,0.315762230159453
9908,M,298.6,309.1,1487,43.2,206.0,0,0,0,0,0,0,0,0,1,0.31576223015170907
8575,L,297.6,308.3,1424,53.9,132.0,0,0,0,0,0,0,0,1,0,0.3157622301475524
7250,L,299.9,310.0,1402,44.7,204.0,0,0,0,0,0,0,0,1,0,0.31576223014591265
9917,M,298.5,308.8,1553,34.9,18.0,0,0,0,0,0,0,0,0,1,0.3157622301553443
33,L,299.0,309.4,1419,48.3,91.0,0,0,0,0,0,0,0,1,0,0.31576223014718896
1928,H,298.0,307.8,1314,47.8,19.0,0,0,0,0,0,0,1,0,0,0.3157622301381469
2655,L,299.9,309.5,1567,35.5,171.0,0,0,0,0,0,0,0,1,0,0.3157622301560353
2531,L,298.9,308.7,1438,51.7,64.0,0,0,0,0,0,0,0,1,0,0.3157622301485422
6740,L,301.7,311.2,1482,43.6,154.0,0,0,0,0,0,0,0,1,0,0.3157622301514057
3619,L,301.9,311.1,1448,46.3,14.0,0,0,0,0,0,0,0,1,0,0.315762230149225
